Id,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,last_flag,attack_class,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_buffer_overflow,attack_ftp_write,attack_guess_passwd,attack_imap,attack_ipsweep,attack_land,attack_loadmodule,attack_multihop,attack_neptune,attack_nmap,attack_normal,attack_perl,attack_phf,attack_pod,attack_portsweep,attack_rootkit,attack_satan,attack_smurf,attack_spy,attack_teardrop,attack_warezclient,attack_warezmaster
protocol_type_tcp,-0.053326785,0.066888943,0.162283526,,,,0.067021024,,0.385354869,0.048359365,,,,,,,,,,-0.048546284,-0.532516571,0.300061466,0.300912112,0.17792801,0.178296743,-0.266471812,0.006595163,-0.173343974,-0.01561311,-0.102298958,-0.200894371,-0.029615853,-0.474164355,-0.255114451,0.299094943,0.29755111,0.137253389,0.179227877,0.297591161,-0.06599419,1,-0.77188912,0.011466193,0.039525427,0.001897363,0.041618469,0.035849941,0.036454313,0.031388581,0.031905003,0.030686739,0.031185481,0.032075329,-0.584017956,0.027997948,-0.408191331,-0.332297974,0.029603322,0.029264406,0.056795991,0.056583717,0.114266722,0.030597896,0.001897363,0.028827384,0.326815776,0.001341633,0.030951763,0.001897363,0.034213872,0.035261256,0.027965563,0.023226488,0.027210202,0.029295376,0.027835648,0.028159326,0.028542961,0.027043239,0.025026242,0.025562959,0.025492042,0.033759104,0.023109398,-0.076742946,-0.188237781,0.00300003,0.011852603,0.021821744,0.011147448,0.04040905,-0.016736045,0.011852603,0.01244599,0.010819338,0.118213314,0.021020242,0.023689118,0.026227215,0.031359646,0.02935722,0.065695753,-0.010248489,-0.016736045,0.034399418,-0.018711615,-0.145523283,0.03758616,0.035312827,0.033407248,0.035415749,0.148991433,0.053355822,0.013621601,0.066656608,0.294487816,0.025668971,0.015127001,0.009393219,-0.392920589,0.02210977,0.007349271,0.003794816,0.009769251,0.004449869,-0.30097687,0.00569245,0.004025026,0.003549711,0.332048086,-0.179913366,-0.053130083,0.002323795,0.002683298,-0.083953503,0.072815707,-0.002643548,-0.095009727,-0.307608725,0.001897363,-0.177345243,0.040166736,0.006000417
protocol_type_udp,0.092063938,-0.057434887,-0.122828102,,,,-0.0517328,,-0.297451231,-0.037328067,,,,,,,,,,-0.008854993,0.348374998,-0.230314017,-0.232270785,-0.137305273,-0.137625316,0.189985658,0.005750252,-0.051943406,0.164914959,0.129770752,0.121530272,0.104297319,0.146451348,-0.112144461,-0.231571968,-0.229676464,-0.09243285,-0.138344048,-0.120808527,-0.156297829,-0.77188912,1,-0.008850629,-0.030509247,-0.001464554,-0.032124843,-0.02767218,-0.028138687,-0.024228504,-0.024627125,-0.02368676,-0.024071734,-0.024758597,0.756608613,-0.021611312,-0.071442492,-0.058159479,-0.022850482,-0.022588877,-0.043840208,-0.043676356,-0.088201239,-0.023618183,-0.001464554,-0.022251544,-0.252265542,-0.001035592,-0.023891329,-0.001464554,-0.026409316,-0.02721778,-0.021586314,-0.017928274,-0.021003259,-0.022612782,-0.021486034,-0.021735877,-0.022032001,-0.020874382,-0.019317484,-0.01973177,-0.01967703,-0.026058285,-0.017837893,0.099422241,0.264128563,-0.00231569,-0.009148895,-0.016843967,-0.008604594,0.044677986,-0.002929177,-0.009148895,-0.009606924,-0.008351329,-0.091247571,-0.016225296,-0.018285372,-0.020244502,-0.024206169,-0.022660519,-0.050709837,0.013277152,-0.002929177,-0.026552536,-0.003274946,-0.025469786,-0.029012348,-0.027257587,-0.025786691,-0.027337031,-0.115004866,-0.041184779,-0.010514366,-0.051451511,-0.227311941,-0.019813599,-0.011676367,-0.007250524,0.303291128,-0.017066291,-0.005672823,-0.002929177,-0.007540778,-0.003434806,-0.063033582,-0.00439394,-0.003106874,-0.002739983,-0.256304305,0.015699949,0.217188007,-0.001793712,-0.002071208,-0.014693716,-0.056729225,0.004979936,0.144230316,-0.053838316,-0.001464554,0.229754816,-0.031004267,-0.004631656
service_X11,0.011867617,0.117599672,0.086083509,,,,-0.002451604,,0.010867639,-0.002445468,,,,,,,,,,-0.014379935,-0.00881404,-0.013009135,-0.011896159,0.005191258,0.007800434,0.012764851,0.012635553,-0.00901931,-0.013741784,-0.023163245,-0.012020898,0.0056126,-0.005851724,-0.007727609,-0.013723743,-0.011560684,-0.005751009,0.008851469,-0.021741295,-0.014469363,0.011466193,-0.008850629,1,-0.001998747,-9.59E-05,-0.00210459,-0.001812883,-0.001843445,-0.001587278,-0.001613393,-0.001551787,-0.001577008,-0.001622006,-0.006696462,-0.001415818,-0.0046804,-0.003810193,-0.001497,-0.001479861,-0.002872096,-0.002861362,-0.005778314,-0.001547294,-9.59E-05,-0.001457762,-0.016526632,-6.78E-05,-0.001565189,-9.59E-05,-0.001730149,-0.001783114,-0.001414181,-0.001174532,-0.001375983,-0.001481428,-0.001407611,-0.001423979,-0.001443379,-0.00136754,-0.001265543,-0.001292684,-0.001289098,-0.001707152,-0.001168611,-0.000879949,-0.004558833,-0.000151707,-0.00059937,-0.001103496,-0.000563711,-0.011031659,-0.000191899,-0.00059937,-0.000629377,-0.000547119,-0.005977887,-0.001062965,-0.001197927,-0.001326275,-0.001585815,-0.001484555,-0.003322145,-0.000117511,-0.000191899,-0.001739532,-0.000214551,-0.001668598,-0.001900681,-0.001785722,-0.001689359,-0.001790927,0.010984726,-0.002698132,-0.000688826,-0.000968138,-0.013417114,0.010975728,-0.000764952,-0.000475002,0.00575878,-0.001118061,-0.000371643,-0.000191899,-0.000494018,-0.000225024,-0.004129509,-0.000287859,-0.00020354,-0.000179504,-0.016791223,-0.002637134,0.018500346,-0.000117511,-0.000135691,-0.000962627,-0.003716493,-0.000214551,0.007676446,-0.003527101,-9.59E-05,-0.002033475,-0.002031178,-0.000303433
service_Z39_50,-0.010648579,-0.013922415,-0.029283844,,,,-0.011682875,,-0.067173739,-0.008429839,,,,,,,,,,0.093533739,-0.019374757,0.092924685,0.093165138,0.02479062,0.024260241,-0.112228339,0.00291487,-0.03109071,0.060770701,-0.078645135,-0.088595071,-0.002769845,-0.037203717,-0.026638053,0.093256084,0.094193216,0.025998194,0.024823393,-0.027083223,0.055415992,0.039525427,-0.030509247,-0.001998747,1,-0.000330742,-0.007254789,-0.006249239,-0.006354591,-0.00547155,-0.005561571,-0.005349207,-0.005436146,-0.005591261,-0.023083559,-0.004880506,-0.016133937,-0.013134219,-0.00516035,-0.005101271,-0.009900482,-0.00986348,-0.019918583,-0.00533372,-0.000330742,-0.005025091,-0.056969405,-0.000233869,-0.005395405,-0.000330742,-0.005964045,-0.006146621,-0.004874861,-0.004048762,-0.004743189,-0.00510667,-0.004852215,-0.004908637,-0.004975511,-0.004714085,-0.004362489,-0.004456047,-0.004443685,-0.005884771,-0.004028351,-0.003033298,-0.015714879,-0.000522955,-0.002066105,-0.003803892,-0.001943185,-0.038027534,-0.000661499,-0.002066105,-0.002169542,-0.00188599,-0.020606539,-0.003664177,-0.004129406,-0.004571838,-0.005466506,-0.00511745,-0.011451858,-0.000405076,-0.000661499,-0.005996389,-0.000739585,-0.00575187,-0.006551891,-0.006155611,-0.005823437,-0.006173552,0.034847913,-0.009300804,-0.002374471,-0.007411067,0.093964448,-0.004474527,-0.002636887,-0.001637394,-0.100593932,-0.001775741,-0.0012811,-0.000661499,-0.001702942,-0.000775686,-0.014234943,-0.000992288,-0.000701629,-0.000618773,0.116777612,-0.008200728,-0.088959161,-0.000405076,-0.000467743,-0.003318298,-0.007701098,-0.000739585,-0.01315324,-0.012158366,-0.000330742,-0.007009646,-0.007001728,-0.001045972
service_aol,-0.000551633,-0.000668327,-0.00140573,,,,-0.00056082,,-0.003224581,-0.000404663,,,,,,,,,,0.014854641,-0.001481427,-0.001825026,-0.002517979,0.009948395,0.010819511,-0.00599038,0.020704568,-0.001492466,0.002926019,-0.004126792,-0.004626223,0.019341573,-0.001913368,-0.001278722,-0.001742013,-0.002489855,0.010283434,0.010973112,-0.004921568,0.008541957,0.001897363,-0.001464554,-9.59E-05,-0.000330742,1,-0.000348256,-0.000299986,-0.000305043,-0.000262654,-0.000266975,-0.000256781,-0.000260955,-0.000268401,-0.001108094,-0.000234282,-0.000774487,-0.00063049,-0.000247715,-0.000244879,-0.000475259,-0.000473483,-0.000956164,-0.000256038,-1.59E-05,-0.000241222,-0.002734737,-1.12E-05,-0.000258999,-1.59E-05,-0.000286296,-0.00029506,-0.000234011,-0.000194355,-0.00022769,-0.000245139,-0.000232924,-0.000235632,-0.000238842,-0.000226293,-0.000209415,-0.000213906,-0.000213313,-0.00028249,-0.000193375,-0.000145609,-0.000754371,-2.51E-05,-9.92E-05,-0.0001826,-9.33E-05,-0.001825459,-3.18E-05,-9.92E-05,-0.000104146,-9.05E-05,-0.000989188,-0.000175894,-0.000198226,-0.000219465,-0.000262412,-0.000245656,-0.00054973,-1.94E-05,-3.18E-05,-0.000287848,-3.55E-05,-0.00027611,-0.000314514,-0.000295491,-0.000279546,-0.000296353,0.012734711,-0.000446472,-0.000113983,-0.000557771,-0.002464222,-0.000214793,-0.00012658,-7.86E-05,-0.004828871,-0.000185011,-6.15E-05,-3.18E-05,-8.17E-05,-3.72E-05,-0.000683329,-4.76E-05,-3.37E-05,-2.97E-05,-0.00277852,-0.000436378,-0.00427036,-1.94E-05,-2.25E-05,-0.00015929,-0.000614985,-3.55E-05,0.023122309,-0.000583645,-1.59E-05,-0.000336488,-0.000336108,-5.02E-05
service_auth,-0.011262653,-0.01462442,-0.030632833,,,,-0.012301534,,-0.042283601,0.00113877,,,,,,,,,,0.064952229,-0.024256672,0.060772874,0.061444962,0.014922761,0.013790706,-0.079339359,0.021786441,-0.031433854,0.038955659,-0.084258402,-0.090290337,0.001192325,-0.033673472,0.007454509,0.061867657,0.062026005,0.009877212,0.014103539,-0.013521904,0.026577595,0.041618469,-0.032124843,-0.00210459,-0.007254789,-0.000348256,1,-0.006580163,-0.006691094,-0.005761292,-0.00585608,-0.005632471,-0.005724014,-0.005887343,-0.024305933,-0.00513895,-0.016988298,-0.013829733,-0.005433612,-0.005371405,-0.010424756,-0.010385793,-0.020973358,-0.005616164,-0.000348256,-0.005291191,-0.059986181,-0.000246253,-0.005681115,-0.000348256,-0.006279867,-0.006472111,-0.005133006,-0.004263161,-0.004994361,-0.00537709,-0.00510916,-0.005168571,-0.005238986,-0.004963716,-0.004593501,-0.004692014,-0.004678998,-0.006196395,-0.00424167,-0.003193924,-0.01654705,-0.000550648,-0.002175514,-0.004005324,-0.002046085,-0.040041256,-0.000696529,-0.002175514,-0.002284429,-0.001985861,-0.021697745,-0.00385821,-0.004348076,-0.004813937,-0.005755981,-0.005388441,-0.012058284,-0.000426526,-0.000696529,-0.006313923,-0.000778749,-0.006056456,-0.006898841,-0.006481577,-0.006131813,-0.006500468,0.022428565,-0.006485214,-0.002500209,-0.008235028,0.061946466,-0.004711472,-0.002776521,-0.001724101,-0.064533421,-0.002082887,-0.00134894,-0.000696529,-0.00179312,-0.000816762,-0.014988745,-0.001044834,-0.000738783,-0.00065154,0.076182785,-0.008726231,-0.05036904,-0.000426526,-0.000492512,-0.003494016,-0.008632892,-0.000778749,-0.011233482,-0.012802204,-0.000348256,-0.007380837,-0.007372499,-0.001101361
service_bgp,-0.009492078,-0.012627761,-0.026560728,,,,-0.01059648,,-0.060927226,-0.007645945,,,,,,,,,,0.088494122,-0.018027128,0.081951803,0.082177459,0.025745045,0.025214481,-0.102396933,0.002400672,-0.028199572,0.053400525,-0.071688642,-0.080601304,-0.001715038,-0.032960893,-0.02416097,0.082208004,0.083102878,0.026865641,0.025767348,-0.015111141,0.050570372,0.035849941,-0.02767218,-0.001812883,-0.006249239,-0.000299986,-0.006580163,1,-0.005763675,-0.004962748,-0.005044398,-0.004851782,-0.004930637,-0.005071328,-0.02093701,-0.004426666,-0.014633635,-0.011912863,-0.004680487,-0.004626902,-0.008979833,-0.008946271,-0.018066346,-0.004837736,-0.000299986,-0.004557806,-0.051671797,-0.000212121,-0.004893684,-0.000299986,-0.005409446,-0.005575044,-0.004421546,-0.003672266,-0.004302118,-0.004631798,-0.004401005,-0.004452181,-0.004512836,-0.00427572,-0.003956819,-0.004041678,-0.004030465,-0.005337544,-0.003653753,-0.00275123,-0.014253547,-0.000474325,-0.001873977,-0.003450166,-0.001762487,-0.034491338,-0.000599986,-0.001873977,-0.001967796,-0.001710611,-0.018690329,-0.003323443,-0.003745411,-0.004146701,-0.004958173,-0.004641576,-0.010386946,-0.000367408,-0.000599986,-0.005438782,-0.00067081,-0.005217001,-0.005942628,-0.005583198,-0.005281913,-0.005599471,0.034859388,-0.008435918,-0.002153668,-0.005904758,0.082862324,-0.004058439,-0.002391682,-0.001485132,-0.091239661,-0.001207046,-0.00116197,-0.000599986,-0.001544585,-0.000703555,-0.01291123,-0.000900015,-0.000636384,-0.000561233,0.105480034,-0.007265359,-0.080686813,-0.000367408,-0.000424248,-0.003009728,-0.005289303,-0.00067081,-0.012340269,-0.011027755,-0.000299986,-0.006357817,-0.006350634,-0.000948707
service_courier,-0.009685808,-0.012840645,-0.027008498,,,,-0.010775119,,-0.06195436,-0.007774843,,,,,,,,,,0.022453824,-0.018139509,0.09051686,0.090914772,0.016167233,0.015485051,-0.097143782,0.003076687,-0.028674971,0.056099232,-0.072694455,-0.081877528,-0.004977786,-0.034766944,-0.024568285,0.090829729,0.091878118,0.017020683,0.015914122,-0.020333353,0.050897064,0.036454313,-0.028138687,-0.001843445,-0.006354591,-0.000305043,-0.006691094,-0.005763675,1,-0.005046412,-0.005129438,-0.004933575,-0.005013759,-0.005156822,-0.021289973,-0.004501292,-0.014880334,-0.012113694,-0.004759392,-0.004704904,-0.009131218,-0.00909709,-0.018370915,-0.004919292,-0.000305043,-0.004634643,-0.052542899,-0.000215697,-0.004976184,-0.000305043,-0.00550064,-0.005669031,-0.004496086,-0.003734174,-0.004374645,-0.004709883,-0.004475199,-0.004527237,-0.004588915,-0.004347802,-0.004023525,-0.004109814,-0.004098412,-0.005427526,-0.003715349,-0.002797611,-0.014493838,-0.000482321,-0.001905569,-0.00350833,-0.0017922,-0.035072806,-0.000610101,-0.001905569,-0.00200097,-0.001739449,-0.019005417,-0.003379471,-0.003808552,-0.004216608,-0.00504176,-0.004719826,-0.010562052,-0.000373602,-0.000610101,-0.005530471,-0.000682119,-0.005304951,-0.006042811,-0.005677322,-0.005370958,-0.005693869,0.025087316,-0.008578134,-0.002189975,-0.008437456,0.091613747,-0.004126858,-0.002432002,-0.001510169,-0.092777813,-0.00130349,-0.001181559,-0.000610101,-0.001570624,-0.000715415,-0.013128892,-0.000915188,-0.000647112,-0.000570695,0.108007822,-0.007420419,-0.082047061,-0.000373602,-0.0004314,-0.003060467,-0.00835644,-0.000682119,-0.01194615,-0.011213665,-0.000305043,-0.006464999,-0.006457696,-0.0009647
service_csnet_ns,-0.008066305,-0.01105629,-0.023255367,,,,-0.009277797,,-0.053345113,-0.006694442,,,,,,,,,,0.071601465,-0.016062148,0.074220391,0.074418362,0.018971712,0.018668525,-0.089124493,0.004142725,-0.024690265,0.048342516,-0.063029568,-0.070934561,-0.000287189,-0.028784194,-0.021154248,0.074542148,0.07523611,0.019157577,0.019107913,-0.006316196,0.044920276,0.031388581,-0.024228504,-0.001587278,-0.00547155,-0.000262654,-0.005761292,-0.004962748,-0.005046412,1,-0.004416646,-0.004248,-0.004317042,-0.004440224,-0.018331495,-0.003875788,-0.012812547,-0.010430362,-0.004098022,-0.004051105,-0.007862334,-0.007832948,-0.015818072,-0.004235702,-0.000262654,-0.003990608,-0.04524148,-0.000185724,-0.004284688,-0.000262654,-0.004736265,-0.004881256,-0.003871305,-0.003215269,-0.003766739,-0.004055392,-0.00385332,-0.003898128,-0.003951235,-0.003743626,-0.003464411,-0.003538709,-0.003528892,-0.004673311,-0.00319906,-0.002408852,-0.012479758,-0.000415298,-0.001640769,-0.003020809,-0.001543154,-0.030199049,-0.000525321,-0.001640769,-0.001722913,-0.001497733,-0.016364403,-0.002909856,-0.003279312,-0.003630663,-0.004341151,-0.004063953,-0.009094338,-0.000321686,-0.000525321,-0.004761951,-0.000587331,-0.004567769,-0.005203095,-0.004888395,-0.004624603,-0.004902642,0.026059105,-0.007386107,-0.001885654,-0.003941547,0.074953381,-0.003553385,-0.002094048,-0.001300314,-0.079885304,-0.000450165,-0.001017368,-0.000525321,-0.001352368,-0.000616,-0.011304487,-0.000788012,-0.000557189,-0.000491391,0.091436737,-0.006101485,-0.07064571,-0.000321686,-0.000371452,-0.002635181,-0.003755302,-0.000587331,-0.009191201,-0.009655401,-0.000262654,-0.005566616,-0.005560327,-0.000830645
service_ctf,-0.008233773,-0.011238195,-0.023637977,,,,-0.00943044,,-0.054222776,-0.006804582,,,,,,,,,,0.073638149,-0.0166192,0.071803118,0.072048982,0.024446554,0.023939367,-0.089009224,0.004145584,-0.025096483,0.044364255,-0.064096056,-0.071925682,0.003873056,-0.028954306,-0.018153098,0.071641663,0.072869271,0.023516904,0.024451053,-0.009611291,0.047902097,0.031905003,-0.024627125,-0.001613393,-0.005561571,-0.000266975,-0.00585608,-0.005044398,-0.005129438,-0.004416646,1,-0.004317891,-0.004388068,-0.004513277,-0.018633095,-0.003939554,-0.013023346,-0.010601968,-0.004165444,-0.004117756,-0.007991689,-0.00796182,-0.01607832,-0.00430539,-0.000266975,-0.004056263,-0.045985817,-0.000188779,-0.004355182,-0.000266975,-0.004814189,-0.004961565,-0.003934997,-0.003268169,-0.003828712,-0.004122114,-0.003916717,-0.003962262,-0.004016242,-0.003805218,-0.00352141,-0.00359693,-0.003586952,-0.004750199,-0.003251693,-0.002448484,-0.012685082,-0.00042213,-0.001667764,-0.003070509,-0.001568543,-0.030695901,-0.000533964,-0.001667764,-0.001751259,-0.001522375,-0.01663364,-0.002957731,-0.003333265,-0.003690397,-0.004412574,-0.004130816,-0.009243963,-0.000326978,-0.000533964,-0.004840297,-0.000596994,-0.004642921,-0.005288699,-0.004968821,-0.00470069,-0.004983303,0.031234599,-0.007507627,0.006410685,-0.003311339,0.072425945,-0.003611847,-0.0021285,-0.001321707,-0.081199622,-0.000542407,-0.001034106,-0.000533964,-0.001374618,-0.000626135,-0.006489901,-0.000800977,-0.000566356,-0.000499475,0.089744126,-0.00623819,-0.071808012,-0.000326978,-0.000377563,-0.002678537,0.000711004,-0.000596994,-0.009412879,-0.009814257,-0.000266975,-0.005658201,-0.005651809,-0.000844311
service_daytime,-0.006754476,-0.010808952,-0.022734537,,,,-0.009070347,,-0.051899382,-0.006544756,,,,,,,,,,0.074776888,-0.015701944,0.077614934,0.077843453,0.011584734,0.011222073,-0.086446076,0.005549139,-0.024138196,0.046019389,-0.061888131,-0.069567494,-0.002211511,-0.028924065,-0.020681244,0.077908491,0.07865837,0.008634007,0.011559492,-0.010833289,0.045123291,0.030686739,-0.02368676,-0.001551787,-0.005349207,-0.000256781,-0.005632471,-0.004851782,-0.004933575,-0.004248,-0.004317891,1,-0.004220514,-0.004340942,-0.017921607,-0.003789126,-0.012526061,-0.010197141,-0.004006391,-0.003960523,-0.007686534,-0.007657805,-0.015464384,-0.004140992,-0.000256781,-0.003901379,-0.04422989,-0.000181571,-0.004188883,-0.000256781,-0.004630363,-0.004772112,-0.003784743,-0.003143376,-0.003682516,-0.003964715,-0.003767161,-0.003810966,-0.003862886,-0.00365992,-0.003386948,-0.003459585,-0.003449987,-0.004568817,-0.00312753,-0.002354991,-0.012200714,-0.000406012,-0.001604082,-0.002953264,-0.001508649,-0.029523806,-0.000513575,-0.001604082,-0.001684389,-0.001464244,-0.015998499,-0.002844792,-0.003205987,-0.003549482,-0.004244084,-0.003973084,-0.008890991,-0.000314493,-0.000513575,-0.004655474,-0.000574198,-0.004465635,-0.005086755,-0.004779091,-0.004521198,-0.00479302,-0.018427782,0.079964601,0.006811569,-0.000912537,0.078212401,-0.003473932,-0.002047225,-0.001271239,-0.078099087,-0.000322535,-0.00099462,-0.000513575,-0.00132213,-0.000602227,-0.011051721,-0.000770393,-0.00054473,-0.000480403,0.087671098,-0.005914724,-0.069066088,-0.000314493,-0.000363146,-0.002576259,0.001540803,-0.000574198,-0.008888046,-0.009439509,-0.000256781,-0.005442147,-0.005435999,-0.000812071
service_discard,-0.006934184,-0.009902957,-0.023104893,,,,-0.009217765,,-0.052751009,-0.006651125,,,,,,,,,,0.074680793,-0.01595131,0.070222877,0.070399484,0.023857947,0.023057408,-0.087895514,0.006269973,-0.024530507,0.047058299,-0.062619961,-0.070441171,-0.00107472,-0.028194478,-0.02101737,0.070466877,0.071201198,0.022276055,0.023553071,-0.007430377,0.045749763,0.031185481,-0.024071734,-0.001577008,-0.005436146,-0.000260955,-0.005724014,-0.004930637,-0.005013759,-0.004317042,-0.004388068,-0.004220514,1,-0.004411494,-0.018212881,-0.00385071,-0.012729643,-0.010362872,-0.004071505,-0.004024892,-0.00781146,-0.007782265,-0.015715721,-0.004208295,-0.000260955,-0.003964786,-0.044948745,-0.000184522,-0.004256964,-0.000260955,-0.004705619,-0.004849672,-0.003846255,-0.003194465,-0.003742367,-0.004029152,-0.003828388,-0.003872905,-0.003925668,-0.003719403,-0.003441995,-0.003515812,-0.003506059,-0.004643073,-0.003178361,-0.002393266,-0.012399008,-0.00041261,-0.001630153,-0.003001263,-0.001533169,-0.030003647,-0.000521922,-0.001630153,-0.001711764,-0.001488042,-0.016258518,-0.002891028,-0.003258093,-0.003607171,-0.004313062,-0.004037658,-0.009035493,-0.000319604,-0.000521922,-0.004731138,-0.000583531,-0.004538214,-0.005169428,-0.004856764,-0.00459468,-0.00487092,-0.019210174,0.118065844,0.006644344,-0.002074404,0.070794044,-0.003530393,-0.002080498,-0.0012919,-0.079120435,-0.000413506,-0.001010785,-0.000521922,-0.001343618,-0.000612015,-0.011231341,-0.000782913,-0.000553584,-0.000488211,0.089248374,-0.006047557,-0.070188597,-0.000319604,-0.000369048,-0.00261813,0.002004468,-0.000583531,-0.00983108,-0.009592926,-0.000260955,-0.005530597,-0.005524349,-0.00082527
service_domain,-0.008286617,-0.011264611,-0.022836035,,,,-0.009144304,,-0.045797078,-0.006840909,,,,,,,,,,0.075045729,-0.017198609,0.067263011,0.067468367,0.015196401,0.014830921,-0.08781254,0.004394052,-0.025230461,0.046308691,-0.064914664,-0.072930872,0.002275014,-0.029637239,-0.0176192,0.067108108,0.068277957,0.016722839,0.015038973,-0.024278352,0.041030297,0.032075329,-0.024758597,-0.001622006,-0.005591261,-0.000268401,-0.005887343,-0.005071328,-0.005156822,-0.004440224,-0.004513277,-0.004340942,-0.004411494,1,-0.018732568,-0.003960586,-0.013092871,-0.010658567,-0.004187682,-0.004139739,-0.008034353,-0.008004325,-0.016164154,-0.004328374,-0.000268401,-0.004077918,-0.046231314,-0.000189787,-0.004378432,-0.000268401,-0.00483989,-0.004988052,-0.003956005,-0.003285616,-0.003849151,-0.00414412,-0.003937627,-0.003983414,-0.004037683,-0.003825533,-0.003540209,-0.003616133,-0.003606101,-0.004775558,-0.003269052,-0.002461555,-0.012752802,-0.000424384,-0.001676668,-0.003086901,-0.001576916,-0.030859772,-0.000536814,-0.001676668,-0.001760608,-0.001530502,-0.016722439,-0.00297352,-0.003351059,-0.003710098,-0.004436131,-0.004152868,-0.009293312,-0.000328724,-0.000536814,-0.004866137,-0.000600181,-0.004667707,-0.005316933,-0.004995348,-0.004725785,-0.005009907,0.020047727,-0.003268574,0.00221486,-0.004255613,0.067900631,-0.003631129,-0.002139863,-0.001328763,-0.071022411,-0.000572533,-0.001039627,-0.000536814,-0.001381957,-0.000629478,-0.005156343,-0.000805253,-0.00056938,-0.000502142,0.081206942,-0.006283151,-0.063172648,-0.000328724,-0.000379579,-0.002692836,-0.001758242,-0.000600181,-0.01019312,-0.009866651,-0.000268401,-0.005688407,-0.005681981,-0.000848818
service_domain_u,-0.036550353,-0.044600209,-0.091887345,,,,-0.039141482,,-0.225054163,-0.028242737,,,,,,,,,,0.062903168,0.427385182,-0.177183772,-0.175738076,-0.10410921,-0.1041285,0.206323949,-0.072783952,0.003022042,0.129072443,0.248589123,0.232568654,-0.098283335,-0.076182546,-0.082522388,-0.177685796,-0.173775191,-0.104122239,-0.104672298,-0.046034984,-0.234632454,-0.584017956,0.756608613,-0.006696462,-0.023083559,-0.001108094,-0.024305933,-0.02093701,-0.021289973,-0.018331495,-0.018633095,-0.017921607,-0.018212881,-0.018732568,1,-0.016351305,-0.054054004,-0.044003963,-0.017288872,-0.017090939,-0.033169879,-0.033045907,-0.066733817,-0.017869721,-0.001108094,-0.01683571,-0.190866282,-0.000783538,-0.018076386,-0.001108094,-0.019981516,-0.020593207,-0.016332391,-0.013564686,-0.015891246,-0.017109026,-0.016256518,-0.016445552,-0.016669602,-0.015793737,-0.014615775,-0.014929227,-0.014887811,-0.019715923,-0.013496303,-0.010162547,-0.052650025,-0.001752071,-0.006922133,-0.01274429,-0.00651031,-0.127404769,-0.002216241,-0.006922133,-0.007268682,-0.006318688,-0.069038698,-0.012276199,-0.01383487,-0.015317164,-0.018314596,-0.017145144,-0.0383675,-0.001357138,-0.002216241,-0.020089878,-0.002477852,-0.01927066,-0.021950992,-0.020623325,-0.019510433,-0.020683433,-0.087013672,-0.031160758,-0.00795526,-0.038928656,-0.171986172,-0.01499114,-0.00883444,-0.005485809,0.229472679,-0.012912503,-0.004292106,-0.002216241,-0.005705418,-0.002598803,-0.047691751,-0.003324493,-0.002350688,-0.002073095,-0.193922044,-0.03045629,0.258930023,-0.001357138,-0.001567094,-0.011117392,-0.04292182,-0.002477852,-0.046269349,-0.040734533,-0.001108094,-0.023484625,-0.023458095,-0.003504351
